date,O,H,L,C,V,NA
2024-06-28,3062.05,3162.0,3062.05,3130.8,14478668,0
2024-06-27,3027.5,3075.0,3012.0,3061.1,14191515,0
2024-06-26,2892.1,3037.95,2890.25,3028.05,11007441,0
2024-06-25,2886.0,2911.85,2882.0,2908.3,3522693,0
2024-06-24,2891.05,2899.0,2875.0,2882.95,4439193,0
2024-06-21,2947.25,2949.4,2881.15,2908.4,15585180,0
2024-06-20,2918.0,2965.7,2900.2,2947.4,8056888,0
2024-06-19,2975.0,2975.0,2912.0,2917.3,4362937,0
2024-06-18,2974.7,2974.8,2942.7,2962.05,3598383,0
2024-06-14,2940.0,2959.35,2914.45,2955.1,4078999,0
2024-06-13,2944.0,2944.5,2920.2,2930.5,4590580,0
2024-06-12,2915.0,2952.0,2910.35,2926.65,5040871,0
2024-06-11,2938.0,2947.35,2909.35,2913.35,5887451,0
2024-06-10,2939.9,2986.7,2936.15,2942.8,4625880,0
2024-06-07,2857.0,2944.0,2853.0,2939.9,9279348,0
2024-06-06,2870.0,2887.4,2842.7,2863.2,8927861,0
2024-06-05,2844.0,2862.3,2768.2,2841.5,8732445,0
2024-06-04,2996.1,2996.1,2718.6,2794.55,18354549,0
2024-06-03,2966.0,3029.0,2918.0,3020.65,10763971,0
2024-05-31,2862.6,2884.5,2844.5,2860.8,15534916,0
2024-05-30,2871.0,2880.8,2840.2,2849.7,6603429,0
2024-05-29,2893.0,2916.0,2876.9,2881.55,3691778,0
2024-05-28,2936.0,2957.0,2905.5,2912.4,3910081,0
2024-05-27,2960.45,2969.8,2923.1,2932.5,3314505,0
2024-05-24,2967.25,2977.0,2952.2,2960.5,3547388,0
2024-05-23,2917.1,2984.45,2910.0,2972.1,7304130,0
2024-05-22,2872.55,2937.55,2872.55,2921.3,5140802,0
2024-05-21,2851.2,2883.65,2851.2,2872.25,5588064,0
2024-05-18,2875.0,2879.0,2865.4,2869.65,213020,0
2024-05-17,2846.1,2874.4,2826.5,2871.4,5458238,0
2024-05-16,2837.1,2855.0,2796.05,2850.7,7355887,0
2024-05-15,2841.0,2859.95,2826.05,2832.55,2523267,0
2024-05-14,2801.95,2854.15,2800.05,2840.15,3594150,0
2024-05-13,2799.8,2813.95,2768.0,2805.4,4228310,0
2024-05-10,2793.5,2820.0,2776.15,2814.85,5252548,0
2024-05-09,2826.0,2847.5,2780.0,2788.25,5504806,0
2024-05-08,2795.0,2865.9,2795.0,2837.1,4719501,0
2024-05-07,2831.95,2841.5,2784.0,2802.95,7258736,0
2024-05-06,2871.0,2880.0,2836.0,2839.05,3697104,0
2024-05-03,2942.0,2949.9,2832.3,2868.0,8613479,0
2024-05-02,2944.0,2954.65,2928.25,2933.1,7256323,0
2024-04-30,2936.0,2966.15,2925.75,2934.0,5737131,0
2024-04-29,2900.0,2935.8,2900.0,2930.05,3623987,0
2024-04-26,2927.9,2930.0,2900.0,2905.1,4706924,0
2024-04-25,2885.0,2935.95,2883.0,2919.95,7971963,0
2024-04-24,2927.0,2937.1,2899.0,2900.35,5231388,0
2024-04-23,2958.0,2987.0,2911.1,2918.65,7302777,0
2024-04-22,2944.9,2965.65,2935.6,2959.7,5175181,0
2024-04-19,2913.55,2948.0,2886.05,2940.25,7870889,0
2024-04-18,2927.0,2972.0,2918.7,2928.65,9502846,0
2024-04-16,2906.7,2942.35,2901.85,2931.5,4683092,0
2024-04-15,2922.0,2964.25,2892.65,2929.65,6451031,0
2024-04-12,2951.75,2972.95,2926.15,2934.3,7775506,0
2024-04-10,2932.7,2974.0,2932.7,2959.15,4569165,0
2024-04-09,2978.0,2979.6,2925.0,2927.3,3535707,0
2024-04-08,2925.95,2981.95,2922.0,2971.95,4178559,0
2024-04-05,2921.75,2941.6,2912.0,2920.2,3721149,0
2024-04-04,2959.5,2959.5,2900.0,2925.85,7245136,0
2024-04-03,2964.15,2968.9,2937.8,2943.2,3504146,0
2024-04-02,2968.0,2988.0,2950.0,2973.9,4455083,0
2024-04-01,2984.95,2987.95,2965.0,2969.55,2506940,0
2024-03-28,2985.75,3011.9,2957.3,2971.7,10927182,0
2024-03-27,2896.0,3000.0,2894.0,2985.7,8163322,0
2024-03-26,2890.0,2904.8,2878.0,2883.15,5707953,0
2024-03-22,2899.95,2920.0,2894.7,2910.05,9763804,0
2024-03-21,2905.05,2915.8,2889.35,2901.95,6503468,0
2024-03-20,2855.9,2890.0,2848.05,2887.5,4244403,0
2024-03-19,2857.5,2875.2,2834.5,2850.5,4137882,0
2024-03-18,2840.0,2883.45,2833.05,2878.95,4584696,0
2024-03-15,2851.9,2866.45,2825.8,2836.45,9611909,0
2024-03-14,2879.4,2897.05,2851.0,2862.95,9285551,0
2024-03-13,2959.55,2966.2,2855.55,2864.35,6761067,0
2024-03-12,2933.2,2976.0,2930.05,2950.85,4716339,0
2024-03-11,2978.0,2978.0,2927.0,2933.2,5638565,0
2024-03-07,3005.95,3006.2,2951.1,2957.85,4157863,0
2024-03-06,2986.9,3018.0,2957.0,3006.0,3902838,0
2024-03-05,3011.55,3014.8,2972.1,3000.4,3553834,0
2024-03-04,2980.95,3024.9,2974.45,3014.8,5012210,0
2024-03-02,2984.0,3000.9,2976.0,2982.15,358150,0
2024-03-01,2927.0,3000.0,2925.0,2984.25,6066463,0
2024-02-29,2930.0,2957.95,2909.05,2921.6,11814488,0
2024-02-28,2966.0,2982.55,2900.35,2911.25,4323975,0
2024-02-27,2966.05,2999.9,2956.1,2971.3,5413022,0
2024-02-26,2987.1,2989.05,2965.0,2974.65,3756553,0
2024-02-23,2979.0,2995.1,2966.7,2987.25,7219292,0
2024-02-22,2936.3,2969.9,2916.0,2963.5,9246864,0
2024-02-21,2948.0,2977.05,2915.1,2935.4,6360146,0
2024-02-20,2950.05,2951.0,2923.6,2942.05,3558748,0
2024-02-19,2924.1,2959.0,2907.05,2948.0,3364914,0
2024-02-16,2952.95,2954.0,2917.1,2921.15,4883749,0
2024-02-15,2966.7,2969.45,2933.05,2941.2,5003391,0
2024-02-14,2915.0,2967.3,2915.0,2962.75,3558944,0
2024-02-13,2911.0,2958.0,2908.0,2930.2,3857797,0
2024-02-12,2921.5,2922.0,2884.7,2904.7,3337215,0
2024-02-09,2908.0,2943.95,2901.9,2921.5,6278399,0
2024-02-08,2900.0,2918.95,2855.05,2900.25,7347317,0
2024-02-07,2871.85,2899.0,2858.5,2884.3,4648284,0
2024-02-06,2883.7,2883.7,2839.65,2855.6,4523992,0
2024-02-05,2921.5,2941.0,2863.05,2878.05,4407216,0
2024-02-02,2866.35,2949.8,2866.35,2915.4,9826294,0
2024-02-01,2870.0,2886.7,2836.1,2853.3,6674681,0
2024-01-31,2808.0,2868.5,2805.0,2853.25,7565113,0
2024-01-30,2919.9,2919.95,2808.85,2815.25,7046989,0
2024-01-29,2729.0,2905.0,2720.35,2896.1,11946719,0
2024-01-25,2685.9,2728.3,2670.4,2706.15,5904436,0
2024-01-24,2670.45,2699.0,2647.85,2687.75,10959564,0
2024-01-23,2743.5,2743.5,2645.1,2657.15,10027710,0
2024-01-20,2730.0,2766.95,2700.0,2713.3,3641697,0
2024-01-19,2752.0,2752.0,2718.0,2734.9,5211352,0
2024-01-18,2702.8,2742.0,2702.5,2735.9,5139719,0
2024-01-17,2719.0,2772.55,2710.05,2723.15,6098691,0
2024-01-16,2779.95,2792.6,2741.0,2749.25,4534512,0
2024-01-15,2750.0,2792.9,2732.0,2788.25,4305297,0
2024-01-12,2719.8,2746.65,2691.5,2741.45,7506082,0
2024-01-11,2659.0,2725.0,2657.0,2719.8,11862926,0
2024-01-10,2577.0,2659.0,2575.05,2650.1,5551370,0
2024-01-09,2600.0,2606.8,2577.2,2580.5,2701537,0
2024-01-08,2610.0,2631.95,2568.95,2587.35,3867326,0
2024-01-05,2602.9,2619.85,2598.0,2607.7,4043203,0
2024-01-04,2588.0,2609.85,2579.1,2596.65,4806389,0
2024-01-03,2610.0,2634.0,2577.2,2583.3,4518768,0
2024-01-02,2585.0,2615.0,2573.0,2611.7,3724400,0
2024-01-01,2580.55,2606.85,2573.15,2590.25,2015270,0
2023-12-29,2611.1,2614.0,2579.3,2584.95,5432292,0
2023-12-28,2589.8,2612.0,2586.85,2605.55,6151318,0
2023-12-27,2582.0,2599.9,2573.1,2586.85,4602078,0
2023-12-26,2568.0,2591.95,2562.7,2578.05,3732832,0
2023-12-22,2559.6,2580.9,2547.65,2565.05,8270892,0
2023-12-21,2527.0,2573.5,2518.25,2562.55,6882727,0
2023-12-20,2571.05,2598.85,2520.0,2527.15,8868361,0
2023-12-19,2555.0,2573.9,2525.2,2558.1,8410302,0
2023-12-18,2495.6,2534.9,2490.95,2521.0,7082594,0
2023-12-15,2478.0,2500.0,2470.05,2495.6,7966076,0
2023-12-14,2454.0,2474.95,2442.65,2464.15,8486177,0
2023-12-13,2422.0,2438.35,2406.3,2433.95,5015591,0
2023-12-12,2460.0,2464.95,2420.15,2424.05,4598562,0
2023-12-11,2456.0,2467.6,2452.4,2459.35,3533069,0
2023-12-08,2463.85,2476.7,2445.0,2455.75,5102447,0
2023-12-07,2460.0,2460.95,2442.0,2457.05,4071048,0
2023-12-06,2447.1,2472.95,2435.0,2461.1,8211221,0
2023-12-05,2439.0,2440.85,2421.65,2437.75,6346812,0
2023-12-04,2450.0,2450.0,2398.6,2420.2,7795495,0
2023-12-01,2378.0,2396.4,2377.6,2394.3,7171421,0
2023-11-30,2394.7,2400.7,2369.9,2377.45,14219992,0
2023-11-29,2408.0,2411.95,2398.05,2400.7,6265653,0
2023-11-28,2393.9,2399.7,2375.25,2394.4,6896087,0
2023-11-24,2391.6,2402.6,2391.05,2393.9,3374743,0
2023-11-23,2388.2,2400.0,2388.2,2395.5,4265771,0
2023-11-22,2375.0,2394.45,2372.2,2388.2,4267407,0
2023-11-21,2366.0,2388.0,2360.2,2378.9,4107225,0
2023-11-20,2348.55,2358.4,2336.4,2349.35,2245093,0
2023-11-17,2352.9,2373.25,2352.05,2355.55,3879317,0
2023-11-16,2351.1,2374.15,2346.95,2360.7,6567455,0
2023-11-15,2340.0,2361.95,2327.0,2356.45,6110324,0
2023-11-13,2322.9,2324.6,2311.7,2314.6,1927405,0
2023-11-12,2326.05,2332.0,2322.5,2330.65,709922,0
2023-11-10,2305.55,2316.35,2298.05,2314.9,3867477,0
2023-11-09,2335.85,2335.9,2304.2,2310.55,7256805,0
2023-11-08,2332.0,2341.0,2321.75,2335.9,3942247,0
2023-11-07,2334.05,2339.1,2319.55,2323.8,3480102,0
2023-11-06,2332.3,2340.0,2325.6,2339.0,5323652,0
2023-11-03,2327.2,2334.95,2315.75,2319.7,4425078,0
2023-11-02,2313.95,2324.3,2307.95,2320.2,5281052,0
2023-11-01,2289.15,2317.5,2275.2,2297.4,5154595,0
2023-10-31,2328.0,2328.0,2282.9,2287.9,6404219,0
2023-10-30,2274.0,2325.0,2269.95,2312.5,8406652,0
2023-10-27,2240.0,2273.5,2235.95,2265.8,5885542,0
2023-10-26,2251.0,2258.0,2220.3,2226.5,7611267,0
2023-10-25,2250.05,2281.2,2243.0,2257.95,5810344,0
2023-10-23,2290.0,2306.25,2255.25,2263.2,3926981,0
2023-10-20,2300.0,2314.7,2296.3,2299.1,4456656,0
2023-10-19,2312.0,2321.8,2301.0,2306.15,6016278,0
2023-10-18,2355.25,2367.0,2321.0,2324.0,4459160,0
2023-10-17,2356.0,2359.7,2341.3,2355.25,3964090,0
2023-10-16,2345.0,2354.55,2336.0,2344.05,2964518,0
2023-10-13,2340.0,2357.5,2329.15,2349.3,5075158,0
2023-10-12,2343.85,2359.35,2338.15,2349.4,6277225,0
2023-10-11,2314.45,2349.7,2313.0,2345.05,4907059,0
2023-10-10,2306.55,2317.9,2303.75,2308.4,5118016,0
2023-10-09,2308.1,2311.95,2295.0,2298.25,3788439,0
2023-10-06,2317.05,2324.8,2312.05,2318.0,2715513,0
2023-10-05,2319.25,2329.4,2309.0,2314.1,5476841,0
2023-10-04,2309.0,2319.0,2295.1,2314.15,5143193,0
2023-10-03,2329.95,2335.6,2316.0,2318.15,4429528,0
2023-09-29,2341.8,2369.1,2334.1,2345.0,6171007,0
2023-09-28,2383.0,2383.0,2325.0,2334.1,7259173,0
2023-09-27,2343.5,2371.8,2338.5,2368.9,5861389,0
2023-09-26,2338.55,2350.2,2335.6,2342.5,5043891,0
2023-09-25,2350.4,2360.7,2335.1,2340.45,7127442,0
2023-09-22,2376.0,2382.45,2350.0,2354.95,9588393,0
2023-09-21,2374.95,2390.1,2360.0,2364.8,6113091,0
2023-09-20,2423.05,2427.6,2355.0,2382.15,28540942,0
2023-09-18,2440.05,2451.0,2432.05,2436.45,3758150,0
2023-09-15,2468.0,2468.0,2449.5,2457.85,12734296,0
2023-09-14,2460.0,2465.8,2445.0,2453.3,4604818,0
2023-09-13,2440.0,2462.65,2426.25,2451.05,6401669,0
2023-09-12,2483.0,2483.0,2435.95,2438.85,8127833,0
2023-09-11,2452.0,2476.85,2452.0,2474.6,6635537,0
2023-09-08,2440.0,2456.0,2422.95,2448.2,11554644,0
2023-09-07,2421.7,2438.25,2411.0,2432.0,6826286,0
2023-09-06,2421.1,2436.15,2417.25,2428.7,4100185,0
2023-09-05,2420.0,2433.95,2412.45,2423.6,4337938,0
2023-09-04,2412.65,2423.65,2405.3,2410.7,4673813,0
2023-09-01,2406.55,2425.65,2401.65,2412.65,9056421,0
2023-08-31,2423.0,2425.0,2399.9,2407.0,10819300,0
2023-08-30,2432.0,2443.0,2415.0,2418.05,6084473,0
2023-08-29,2452.05,2453.45,2408.15,2420.35,8438322,0
2023-08-28,2472.0,2484.0,2431.1,2443.75,6290413,0
2023-08-25,2456.0,2505.0,2442.6,2468.35,11111200,0
2023-08-24,2539.9,2539.9,2471.0,2479.8,7070010,0
2023-08-23,2524.2,2542.85,2516.95,2522.2,4758976,0
2023-08-22,2516.9,2537.95,2499.0,2519.4,3856522,0
2023-08-21,2539.95,2555.45,2515.65,2520.0,4610873,0
2023-08-18,2531.25,2577.6,2508.55,2556.8,9319989,0
2023-08-17,2567.1,2578.1,2532.85,2538.0,6836872,0
2023-08-16,2551.0,2582.8,2551.0,2575.15,5101556,0
2023-08-14,2539.0,2582.3,2525.0,2577.25,4787906,0
2023-08-11,2532.45,2558.85,2512.35,2547.15,11089665,0
2023-08-10,2524.95,2550.0,2508.45,2536.45,7735299,0
2023-08-09,2504.85,2529.0,2481.1,2525.2,5743293,0
2023-08-08,2528.0,2534.45,2499.55,2508.65,4922036,0
2023-08-07,2521.0,2528.4,2505.0,2523.85,2991435,0
2023-08-04,2498.8,2516.0,2471.6,2509.55,11442805,0
2023-08-03,2475.3,2500.9,2458.05,2475.9,5084175,0
2023-08-02,2509.2,2512.0,2463.6,2486.35,6374107,0
2023-08-01,2555.0,2559.0,2505.3,2513.2,4768316,0
2023-07-31,2527.85,2553.9,2517.95,2549.25,4275587,0
2023-07-28,2512.05,2542.85,2500.55,2527.85,10413926,0
2023-07-27,2534.05,2537.65,2490.35,2502.7,8613449,0
2023-07-26,2485.0,2547.0,2485.0,2526.2,6455506,0
2023-07-25,2494.0,2505.2,2480.0,2485.8,6013010,0
2023-07-24,2481.0,2514.95,2469.3,2487.4,11863933,0
2023-07-21,2609.0,2614.9,2523.6,2538.75,15124619,0
2023-07-20,2580.0,2630.95,2580.0,2619.85,19358812,0
2023-07-19,2697.55,2722.35,2666.1,2708.85,18941327,0
2023-07-18,2685.15,2704.65,2662.3,2688.45,12523881,0
2023-07-17,2618.45,2683.3,2600.35,2665.8,10758023,0
2023-07-14,2621.3,2631.7,2597.55,2612.45,7322484,0
2023-07-13,2653.6,2668.0,2609.15,2614.65,7108868,0
2023-07-12,2636.85,2670.85,2632.4,2638.2,9070147,0
2023-07-11,2624.05,2640.35,2609.5,2635.3,9716747,0
2023-07-10,2563.05,2627.0,2549.8,2607.05,16093438,0
2023-07-07,2511.7,2540.25,2505.0,2510.35,6475750,0
2023-07-06,2455.5,2520.7,2455.5,2515.25,9256137,0
2023-07-05,2486.9,2486.9,2455.25,2463.55,4961687,0
2023-07-04,2502.15,2502.15,2452.8,2467.6,3903114,0
2023-07-03,2438.35,2499.3,2435.75,2493.3,5884651,0
2023-06-30,2427.25,2437.0,2414.9,2430.9,5399121,0
2023-06-28,2395.4,2419.1,2380.95,2411.1,5497139,0
2023-06-27,2379.7,2392.05,2370.25,2379.6,4691238,0
2023-06-26,2389.65,2397.7,2372.25,2378.75,6120325,0
2023-06-23,2410.55,2414.85,2394.45,2397.05,3209279,0
2023-06-22,2436.4,2452.85,2413.5,2416.85,3688885,0
2023-06-21,2437.35,2449.6,2428.75,2444.3,3370520,0
2023-06-20,2428.3,2444.0,2416.35,2437.45,3350908,0
2023-06-19,2463.05,2463.05,2423.65,2432.4,3291579,0
2023-06-16,2440.4,2461.55,2440.4,2456.8,11702877,0
2023-06-15,2432.4,2442.6,2416.85,2433.1,5719605,0
2023-06-14,2403.0,2435.45,2399.2,2432.4,6428357,0
2023-06-13,2378.25,2405.35,2369.9,2402.85,5445824,0
2023-06-12,2359.65,2372.7,2349.65,2367.9,3094727,0
2023-06-09,2389.65,2391.15,2362.05,2365.8,2845409,0
2023-06-08,2388.7,2399.05,2374.4,2382.65,5844331,0
2023-06-07,2370.6,2383.0,2356.9,2381.25,4992907,0
2023-06-06,2367.2,2371.3,2346.8,2363.3,3627950,0
2023-06-05,2351.75,2367.5,2343.4,2361.3,5281532,0
2023-06-02,2355.35,2366.65,2336.3,2340.3,7650017,0
2023-06-01,2364.1,2368.6,2342.95,2347.95,7065177,0
2023-05-31,2383.0,2392.4,2345.8,2354.3,13124535,0
2023-05-30,2402.65,2418.95,2396.7,2402.0,5491571,0
2023-05-29,2403.0,2411.6,2389.85,2402.65,4846575,0
2023-05-26,2342.95,2391.6,2336.05,2389.2,6113112,0
2023-05-25,2320.0,2334.4,2303.0,2325.75,5561947,0
2023-05-24,2331.45,2348.7,2319.55,2326.05,3927617,0
2023-05-23,2345.5,2352.5,2336.7,2339.7,2949511,0
2023-05-22,2321.05,2350.6,2318.5,2340.1,3599673,0
2023-05-19,2320.15,2331.5,2305.65,2327.65,3897693,0
2023-05-18,2334.9,2342.0,2313.55,2320.15,5096026,0
2023-05-17,2347.75,2349.65,2315.3,2325.15,4260095,0
2023-05-16,2377.3,2382.6,2335.5,2338.95,4220521,0
2023-05-15,2373.35,2387.35,2357.4,2372.75,3308422,0
2023-05-12,2354.2,2371.0,2341.55,2368.1,3367488,0
2023-05-11,2382.0,2392.05,2360.65,2364.2,5111679,0
2023-05-10,2373.45,2382.85,2365.1,2379.75,5263895,0
2023-05-09,2359.15,2370.4,2347.95,2363.5,3129950,0
2023-05-08,2335.35,2367.4,2329.75,2356.2,4431882,0
2023-05-05,2326.75,2346.15,2322.0,2327.5,4234734,0
2023-05-04,2307.85,2338.05,2301.6,2333.45,4180822,0
2023-05-03,2330.55,2330.55,2300.1,2306.85,3419066,0
2023-05-02,2322.2,2331.35,2314.45,2326.8,6285252,0
2023-04-28,2270.5,2310.45,2270.3,2307.2,7536030,0
2023-04-27,2263.85,2272.45,2253.35,2265.8,4438342,0
2023-04-26,2267.65,2274.45,2243.9,2251.55,4172398,0
2023-04-25,2255.25,2269.2,2240.5,2264.85,4471750,0
2023-04-24,2263.85,2269.45,2238.1,2247.65,6263165,0
2023-04-21,2240.65,2250.5,2227.05,2239.05,3702514,0
2023-04-20,2243.95,2248.6,2222.95,2236.25,3392659,0
2023-04-19,2229.6,2247.55,2223.05,2241.95,5942308,0
2023-04-18,2265.75,2265.75,2217.15,2230.8,5037949,0
2023-04-17,2311.45,2311.45,2239.1,2256.65,8680711,0
2023-04-13,2242.9,2255.1,2232.4,2245.25,5993015,0
2023-04-12,2227.0,2257.0,2221.0,2236.85,8801561,0
2023-04-11,2224.75,2231.45,2215.3,2227.0,5104178,0
2023-04-10,2240.0,2240.4,2212.9,2216.05,6275377,0
2023-04-06,2209.65,2243.85,2209.65,2231.85,8925486,0
2023-04-05,2238.1,2238.1,2200.5,2217.0,7873836,0
2023-04-03,2235.25,2239.05,2206.65,2222.35,4983465,0
2023-03-31,2149.45,2233.8,2149.2,2221.95,13639328,0
2023-03-29,2134.2,2139.75,2107.6,2130.1,9104149,0
2023-03-28,2139.95,2150.9,2132.3,2142.8,6088984,0
2023-03-27,2113.7,2148.5,2097.25,2132.85,6804521,0
2023-03-24,2140.15,2144.7,2095.15,2100.2,5991920,0
2023-03-23,2161.85,2163.65,2138.05,2142.6,7867272,0
2023-03-22,2178.05,2184.2,2163.75,2170.05,5287057,0
2023-03-21,2115.1,2167.6,2113.25,2163.5,10361168,0
2023-03-20,2111.35,2116.1,2078.0,2098.25,9452997,0
2023-03-17,2139.7,2146.55,2109.15,2119.05,16468273,0
2023-03-16,2138.05,2148.5,2099.15,2121.75,8890681,0
2023-03-15,2177.2,2190.75,2123.15,2132.35,10520066,0
2023-03-14,2173.3,2197.1,2162.85,2169.45,7759862,0
2023-03-13,2220.0,2234.3,2168.55,2177.6,6183476,0
2023-03-10,2231.9,2234.3,2206.7,2214.0,6455814,0
2023-03-09,2302.95,2303.8,2244.9,2248.85,7860376,0
2023-03-08,2295.95,2305.8,2273.4,2304.2,7641309,0
2023-03-06,2287.7,2311.15,2287.7,2295.95,4924821,0
2023-03-03,2239.2,2281.45,2231.95,2273.75,7089925,0
2023-03-02,2227.65,2241.6,2212.95,2217.2,4518911,0
2023-03-01,2234.3,2235.75,2214.5,2234.2,5592586,0
2023-02-28,2245.85,2256.2,2205.35,2213.85,10648602,0
2023-02-27,2270.5,2277.8,2241.65,2257.05,5422438,0
2023-02-24,2261.0,2284.0,2257.2,2272.15,4567578,0
2023-02-23,2266.7,2282.7,2250.85,2256.7,4769887,0
2023-02-22,2312.4,2316.3,2263.9,2267.55,5337526,0
